"codigo";"descricao";"descricao_breve"
"P78";"Transtornos do aparelho digestivo do feto ou do recém-nascido";"Transt aparelho digestivo do feto ou recém-nascido"
"P80";"Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido";"Afecç comprom tegument e reg térm fet e recém-nasc"
"P81";"Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido";"Afecç comprom tegument e reg térm fet e recém-nasc"
"P82";"Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido";"Afecç comprom tegument e reg térm fet e recém-nasc"
"P83";"Afecções comprometendo o tegumento e a regulação térmica do feto e do recém-nascido";"Afecç comprom tegument e reg térm fet e recém-nasc"
"P90";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P91";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P92";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P93";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P94";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P95";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"P96";"Outros transtornos originados no período perinatal";"Outros transtornos originados no período perinatal"
"Q00";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q01";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q02";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q03";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q04";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q05";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q06";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q07";"Malformações congênitas do sistema nervoso";"Malformações congênitas do sistema nervoso"
"Q10";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q11";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q12";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q13";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q14";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q15";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q16";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q17";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q18";"Malformações congênitas do olho, do ouvido, da face e do pescoço";"Malform congênitas do olho, ouvido, face e pescoço"
"Q20";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q21";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q22";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q23";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q24";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q25";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q26";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q27";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q28";"Malformações congênitas do aparelho circulatório";"Malformações congênitas do aparelho circulatório"
"Q30";"Malformações congênitas do aparelho respiratório";"Malformações congênitas do aparelho respiratório"
"Q31";"Malformações congênitas do aparelho respiratório";"Malformações congênitas do aparelho respiratório"
"Q32";"Malformações congênitas do aparelho respiratório";"Malformações congênitas do aparelho respiratório"
"Q33";"Malformações congênitas do aparelho respiratório";"Malformações congênitas do aparelho respiratório"
"Q34";"Malformações congênitas do aparelho respiratório";"Malformações congênitas do aparelho respiratório"
"Q35";"Fenda labial e fenda palatina";"Fenda labial e fenda palatina"
"Q36";"Fenda labial e fenda palatina";"Fenda labial e fenda palatina"
"Q37";"Fenda labial e fenda palatina";"Fenda labial e fenda palatina"
"Q38";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q39";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q40";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q41";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q42";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q43";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q44";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q45";"Outras malformações congênitas do aparelho digestivo";"Outras malformações congênitas aparelho digestivo"
"Q50";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q51";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q52";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q53";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q54";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q55";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q56";"Malformações congênitas dos órgãos genitais";"Malformações congênitas dos órgãos genitais"
"Q60";"Malformações congênitas do aparelho urinário";"Malformações congênitas do aparelho urinário"
"Q61";"Malformações congênitas do aparelho urinário";"Malformações congênitas do aparelho urinário"
"Q62";"Malformações congênitas do aparelho urinário";"Malformações congênitas do aparelho urinário"
"Q63";"Malformações congênitas do aparelho urinário";"Malformações congênitas do aparelho urinário"
"Q64";"Malformações congênitas do aparelho urinário";"Malformações congênitas do aparelho urinário"
"Q65";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q66";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q67";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q68";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q69";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q70";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q71";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q72";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q73";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q74";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q75";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q76";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q77";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q78";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q79";"Malformações e deformidades congênitas do sistema osteomuscular";"Malform e deform congênit do sistema osteomuscular"
"Q80";"Outras malformações congênitas";"Outras malformações congênitas"
"Q81";"Outras malformações congênitas";"Outras malformações congênitas"
"Q82";"Outras malformações congênitas";"Outras malformações congênitas"
"Q83";"Outras malformações congênitas";"Outras malformações congênitas"
"Q84";"Outras malformações congênitas";"Outras malformações congênitas"
"Q85";"Outras malformações congênitas";"Outras malformações congênitas"
"Q86";"Outras malformações congênitas";"Outras malformações congênitas"
"Q87";"Outras malformações congênitas";"Outras malformações congênitas"
"Q88";"Outras malformações congênitas";"Outras malformações congênitas"
"Q89";"Outras malformações congênitas";"Outras malformações congênitas"
"Q90";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q91";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q92";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q93";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q94";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q95";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q96";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q97";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q98";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"Q99";"Anomalias cromossômicas não classificadas em outra parte";"Anomalias cromossômicas NCOP"
"R00";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R01";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R02";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R03";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R04";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R05";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R06";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R07";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R08";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R09";"Sintomas e sinais relativos ao aparelho circulatório e respiratório";"Sint e sinais relat aparelho circulat e respirat"
"R10";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R11";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R12";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R13";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R14";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R15";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R16";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R17";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R18";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R19";"Sintomas e sinais relativos ao aparelho digestivo e ao abdome";"Sintom e sinais relat ao aparelho digest e abdome"
"R20";"Sintomas e sinais relativos à pele e ao tecido subcutâneo";"Sintom e sinais relat à pele e tecido subcutâneo"
"R21";"Sintomas e sinais relativos à pele e ao tecido subcutâneo";"Sintom e sinais relat à pele e tecido subcutâneo"
"R22";"Sintomas e sinais relativos à pele e ao tecido subcutâneo";"Sintom e sinais relat à pele e tecido subcutâneo"
"R23";"Sintomas e sinais relativos à pele e ao tecido subcutâneo";"Sintom e sinais relat à pele e tecido subcutâneo"
"R25";"Sintomas e sinais relativos aos sistemas nervoso e osteomuscular";"Sint e sinais relat sist nervoso e osteomuscular"
"R26";"Sintomas e sinais relativos aos sistemas nervoso e osteomuscular";"Sint e sinais relat sist nervoso e osteomuscular"
"R27";"Sintomas e sinais relativos aos sistemas nervoso e osteomuscular";"Sint e sinais relat sist nervoso e osteomuscular"
"R28";"Sintomas e sinais relativos aos sistemas nervoso e osteomuscular";"Sint e sinais relat sist nervoso e osteomuscular"
"R29";"Sintomas e sinais relativos aos sistemas nervoso e osteomuscular";"Sint e sinais relat sist nervoso e osteomuscular"
"R30";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R31";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R32";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R33";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R34";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R35";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R36";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R37";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R38";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R39";"Sintomas e sinais relativos ao aparelho urinário";"Sintomas e sinais relativos ao aparelho urinário"
"R40";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R41";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R42";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R43";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R44";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R45";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R46";"Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento";"Sint e sinais rel cogn percep estado emoc e compor"
"R47";"Sintomas e sinais relativos à fala e à voz";"Sintomas e sinais relativos à fala e à voz"
"R48";"Sintomas e sinais relativos à fala e à voz";"Sintomas e sinais relativos à fala e à voz"
"R49";"Sintomas e sinais relativos à fala e à voz";"Sintomas e sinais relativos à fala e à voz"
"R50";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R51";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R52";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R53";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R54";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R55";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R56";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R57";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R58";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R59";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R60";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R61";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R62";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R63";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R64";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R65";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R66";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R67";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R68";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R69";"Sintomas e sinais gerais";"Sintomas e sinais gerais"
"R70";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R71";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R72";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R73";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R74";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R75";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R76";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R77";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R78";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R79";"Achados anormais de exames de sangue, sem diagnóstico";"Achados anormais exames de sangue, sem diagnóstico"
"R80";"Achados anormais de exames de urina, sem diagnóstico";"Achados anormais exames de urina, sem diagnóstico"
"R81";"Achados anormais de exames de urina, sem diagnóstico";"Achados anormais exames de urina, sem diagnóstico"
"R82";"Achados anormais de exames de urina, sem diagnóstico";"Achados anormais exames de urina, sem diagnóstico"
"R83";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R84";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R85";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R86";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R87";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R88";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R89";"Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico";"Achad anorm exam e out líq, subs e tec corp s/diag"
"R90";"Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico";"Achad anorm exam diag imagem estud função, s/diag"
"R91";"Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico";"Achad anorm exam diag imagem estud função, s/diag"
"R92";"Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico";"Achad anorm exam diag imagem estud função, s/diag"
"R93";"Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico";"Achad anorm exam diag imagem estud função, s/diag"
"R94";"Achados anormais de exames para diagnóstico por imagem e em estudos de função, sem diagnóstico";"Achad anorm exam diag imagem estud função, s/diag"
"R95";"Causas mal definidas e desconhecidas de mortalidade";"Causas mal definidas e desconhecidas mortalidade"
"R96";"Causas mal definidas e desconhecidas de mortalidade";"Causas mal definidas e desconhecidas mortalidade"
"R97";"Causas mal definidas e desconhecidas de mortalidade";"Causas mal definidas e desconhecidas mortalidade"
"R98";"Causas mal definidas e desconhecidas de mortalidade";"Causas mal definidas e desconhecidas mortalidade"
"R99";"Causas mal definidas e desconhecidas de mortalidade";"Causas mal definidas e desconhecidas mortalidade"
"S00";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S01";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S02";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S03";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S04";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S05";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S06";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S07";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S08";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S09";"Traumatismos da cabeça";"Traumatismos da cabeça"
"S10";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S11";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S12";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S13";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S14";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S15";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S16";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S17";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S18";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S19";"Traumatismos do pescoço";"Traumatismos do pescoço"
"S20";"Traumatismos do tórax";"Traumatismos do tórax"
"S21";"Traumatismos do tórax";"Traumatismos do tórax"
"S22";"Traumatismos do tórax";"Traumatismos do tórax"
"S23";"Traumatismos do tórax";"Traumatismos do tórax"
"S24";"Traumatismos do tórax";"Traumatismos do tórax"
"S25";"Traumatismos do tórax";"Traumatismos do tórax"
"S26";"Traumatismos do tórax";"Traumatismos do tórax"
"S27";"Traumatismos do tórax";"Traumatismos do tórax"
"S28";"Traumatismos do tórax";"Traumatismos do tórax"
"S29";"Traumatismos do tórax";"Traumatismos do tórax"
"S30";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S31";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S32";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S33";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S34";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S35";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S36";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S37";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S38";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S39";"Traumatismos do abdome, do dorso, da coluna lombar e da pelve";"Traumatismos abdome, dorso, coluna lombar e pelve"
"S40";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S41";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S42";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S43";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S44";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S45";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S46";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S47";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S48";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S49";"Traumatismos do ombro e do braço";"Traumatismos do ombro e do braço"
"S50";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S51";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S52";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S53";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S54";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S55";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S56";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S57";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S58";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S59";"Traumatismos do cotovelo e do antebraço";"Traumatismos do cotovelo e do antebraço"
"S60";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S61";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S62";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S63";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S64";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S65";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S66";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S67";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S68";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S69";"Traumatismos do punho e da mão";"Traumatismos do punho e da mão"
"S70";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S71";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S72";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S73";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S74";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S75";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S76";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S77";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S78";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S79";"Traumatismos do quadril e da coxa";"Traumatismos do quadril e da coxa"
"S80";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S81";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S82";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S83";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S84";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S85";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S86";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S87";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S88";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S89";"Traumatismos do joelho e da perna";"Traumatismos do joelho e da perna"
"S90";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S91";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S92";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S93";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S94";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S95";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S96";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S97";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S98";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"S99";"Traumatismos do tornozelo e do pé";"Traumatismos do tornozelo e do pé"
"T00";"Traumatismos envolvendo múltiplas regiões do corpo";"Traumatismos envolvendo múltiplas regiões do corpo"
"T01";"Traumatismos envolvendo múltiplas regiões do corpo";"Traumatismos envolvendo múltiplas regiões do corpo"
"T02";"Traumatismos envolvendo múltiplas regiões do corpo";"Traumatismos envolvendo múltiplas regiões do corpo"
"T03";"Traumatismos envolvendo múltiplas regiões do corpo";"Traumatismos envolvendo múltiplas regiões do corpo"
"T04";"Traumatismos envolvendo múltiplas regiões do corpo";"Traumatismos envolvendo múltiplas regiões do corpo"
